,날짜,요일,홈,방문,구장,관중수
0,2017/03/31,금,두산,한화,잠실,21121
1,2017/03/31,금,삼성,KIA,대구,13505
2,2017/03/31,금,SK,KT,문학,13649
3,2017/03/31,금,넥센,LG,고척,8013
4,2017/03/31,금,NC,롯데,마산,11000
5,2017/04/01,토,두산,한화,잠실,20636
6,2017/04/01,토,삼성,KIA,대구,10062
7,2017/04/01,토,SK,KT,문학,11291
8,2017/04/01,토,넥센,LG,고척,8889
9,2017/04/01,토,NC,롯데,마산,9596
10,2017/04/02,일,두산,한화,잠실,22457
11,2017/04/02,일,삼성,KIA,대구,14406
12,2017/04/02,일,SK,KT,문학,10186
13,2017/04/02,일,넥센,LG,고척,9130
14,2017/04/02,일,NC,롯데,마산,11000
15,2017/04/04,화,한화,NC,대전,10597
16,2017/04/04,화,KT,두산,수원,15804
17,2017/04/04,화,KIA,SK,광주,18069
18,2017/04/04,화,LG,삼성,잠실,16411
19,2017/04/04,화,롯데,넥센,사직,24954
20,2017/04/06,목,한화,NC,대전,6150
21,2017/04/06,목,KT,두산,수원,4426
22,2017/04/06,목,KIA,SK,광주,4211
23,2017/04/06,목,LG,삼성,잠실,12166
24,2017/04/06,목,롯데,넥센,사직,3864
25,2017/04/07,금,KIA,한화,광주,8296
26,2017/04/07,금,롯데,LG,사직,11191
27,2017/04/07,금,SK,NC,문학,3492
28,2017/04/07,금,KT,삼성,수원,5147
29,2017/04/07,금,두산,넥센,잠실,10027
30,2017/04/08,토,KIA,한화,광주,19853
31,2017/04/08,토,롯데,LG,사직,22607
32,2017/04/08,토,SK,NC,문학,9279
33,2017/04/08,토,KT,삼성,수원,11031
34,2017/04/08,토,두산,넥센,잠실,15278
35,2017/04/09,일,KIA,한화,광주,16614
36,2017/04/09,일,롯데,LG,사직,20022
37,2017/04/09,일,SK,NC,문학,10057
38,2017/04/09,일,KT,삼성,수원,13174
39,2017/04/09,일,두산,넥센,잠실,13177
40,2017/04/11,화,삼성,한화,대구,5752
41,2017/04/11,화,두산,KIA,잠실,14895
42,2017/04/11,화,넥센,KT,고척,2535
43,2017/04/11,화,NC,LG,마산,4582
44,2017/04/11,화,SK,롯데,문학,6745
45,2017/04/12,수,삼성,한화,대구,6060
46,2017/04/12,수,두산,KIA,잠실,13649
47,2017/04/12,수,넥센,KT,고척,3569
48,2017/04/12,수,NC,LG,마산,4719
49,2017/04/12,수,SK,롯데,문학,6183
50,2017/04/13,목,삼성,한화,대구,5446
51,2017/04/13,목,두산,KIA,잠실,16213
52,2017/04/13,목,넥센,KT,고척,3802
53,2017/04/13,목,NC,LG,마산,5134
54,2017/04/13,목,SK,롯데,문학,5911
55,2017/04/14,금,LG,KT,잠실,9710
56,2017/04/14,금,NC,두산,마산,4576
57,2017/04/14,금,한화,SK,대전,6657
58,2017/04/14,금,롯데,삼성,사직,12459
59,2017/04/14,금,KIA,넥센,광주,8098
60,2017/04/15,토,LG,KT,잠실,17337
61,2017/04/15,토,NC,두산,마산,7231
62,2017/04/15,토,한화,SK,대전,13000
63,2017/04/15,토,롯데,삼성,사직,23997
64,2017/04/15,토,KIA,넥센,광주,16811
65,2017/04/16,일,LG,KT,잠실,15224
66,2017/04/16,일,NC,두산,마산,7069
67,2017/04/16,일,한화,SK,대전,11090
68,2017/04/16,일,롯데,삼성,사직,20841
69,2017/04/16,일,KIA,넥센,광주,13578
70,2017/04/18,화,KT,KIA,수원,6545
71,2017/04/18,화,한화,LG,대전,5080
72,2017/04/18,화,롯데,NC,사직,12252
73,2017/04/18,화,두산,삼성,잠실,6391
74,2017/04/18,화,SK,넥센,문학,3244
75,2017/04/19,수,KT,KIA,수원,10493
76,2017/04/19,수,한화,LG,대전,7213
77,2017/04/19,수,롯데,NC,사직,10060
78,2017/04/19,수,두산,삼성,잠실,8062
79,2017/04/19,수,SK,넥센,문학,4817
80,2017/04/20,목,KT,KIA,수원,9222
81,2017/04/20,목,한화,LG,대전,5572
82,2017/04/20,목,롯데,NC,사직,8148
83,2017/04/20,목,두산,삼성,잠실,8509
84,2017/04/20,목,SK,넥센,문학,4025
85,2017/04/21,금,KT,한화,수원,10193
86,2017/04/21,금,LG,KIA,잠실,23263
87,2017/04/21,금,넥센,롯데,고척,5655
88,2017/04/21,금,삼성,NC,대구,6951
89,2017/04/21,금,SK,두산,문학,10071
90,2017/04/22,토,KT,한화,수원,18507
91,2017/04/22,토,LG,KIA,잠실,25000
92,2017/04/22,토,넥센,롯데,고척,12276
93,2017/04/22,토,삼성,NC,대구,12077
94,2017/04/22,토,SK,두산,문학,22848
95,2017/04/23,일,KT,한화,수원,17636
96,2017/04/23,일,LG,KIA,잠실,25000
97,2017/04/23,일,넥센,롯데,고척,11407
98,2017/04/23,일,삼성,NC,대구,11153
99,2017/04/23,일,SK,두산,문학,22501
100,2017/04/25,화,롯데,한화,사직,9595
101,2017/04/25,화,NC,KT,마산,4216
102,2017/04/25,화,넥센,두산,고척,6411
103,2017/04/25,화,LG,SK,잠실,10004
104,2017/04/25,화,KIA,삼성,광주,8048
105,2017/04/26,수,롯데,한화,사직,12203
106,2017/04/26,수,NC,KT,마산,5184
107,2017/04/26,수,넥센,두산,고척,6876
108,2017/04/26,수,LG,SK,잠실,10730
109,2017/04/26,수,KIA,삼성,광주,11214
110,2017/04/27,목,롯데,한화,사직,14823
111,2017/04/27,목,NC,KT,마산,5591
112,2017/04/27,목,넥센,두산,고척,8402
113,2017/04/27,목,LG,SK,잠실,11111
114,2017/04/27,목,KIA,삼성,광주,12075
115,2017/04/28,금,KT,LG,수원,8251
116,2017/04/28,금,두산,롯데,잠실,22131
117,2017/04/28,금,KIA,NC,광주,15088
118,2017/04/28,금,삼성,SK,대구,8015
119,2017/04/28,금,한화,넥센,대전,8639
120,2017/04/29,토,KT,LG,수원,17105
121,2017/04/29,토,두산,롯데,잠실,25000
122,2017/04/29,토,KIA,NC,광주,20500
123,2017/04/29,토,삼성,SK,대구,12011
124,2017/04/29,토,한화,넥센,대전,13000
125,2017/04/30,일,KT,LG,수원,16331
126,2017/04/30,일,두산,롯데,잠실,25000
127,2017/04/30,일,KIA,NC,광주,20500
128,2017/04/30,일,삼성,SK,대구,11254
129,2017/04/30,일,한화,넥센,대전,11286
130,2017/05/02,화,SK,한화,문학,19045
131,2017/05/02,화,넥센,KIA,고척,14223
132,2017/05/02,화,KT,롯데,수원,8503
133,2017/05/02,화,LG,NC,잠실,14887
134,2017/05/02,화,삼성,두산,대구,9384
135,2017/05/03,수,SK,한화,문학,25000
136,2017/05/03,수,넥센,KIA,고척,17000
137,2017/05/03,수,KT,롯데,수원,16078
138,2017/05/03,수,LG,NC,잠실,20180
139,2017/05/03,수,삼성,두산,대구,14812
140,2017/05/04,목,SK,한화,문학,23069
141,2017/05/04,목,넥센,KIA,고척,17000
142,2017/05/04,목,KT,롯데,수원,13074
143,2017/05/04,목,LG,NC,잠실,18843
144,2017/05/04,목,삼성,두산,대구,12837
145,2017/05/05,금,롯데,KIA,사직,26600
146,2017/05/05,금,한화,KT,대전,13000
147,2017/05/05,금,두산,LG,잠실,25000
148,2017/05/05,금,넥센,SK,고척,11003
149,2017/05/05,금,NC,삼성,마산,11000
150,2017/05/06,토,롯데,KIA,사직,26600
151,2017/05/06,토,한화,KT,대전,13000
152,2017/05/06,토,두산,LG,잠실,21920
153,2017/05/06,토,넥센,SK,고척,9332
154,2017/05/06,토,NC,삼성,마산,11000
155,2017/05/07,일,롯데,KIA,사직,17703
156,2017/05/07,일,한화,KT,대전,9399
157,2017/05/07,일,두산,LG,잠실,21273
158,2017/05/07,일,넥센,SK,고척,7134
159,2017/05/07,일,NC,삼성,마산,8013
160,2017/05/09,화,KIA,KT,광주,10503
161,2017/05/10,수,KIA,KT,광주,8760
162,2017/05/10,수,삼성,LG,대구,6451
163,2017/05/10,수,한화,롯데,대전,6408
164,2017/05/10,수,두산,SK,잠실,7516
165,2017/05/10,수,NC,넥센,마산,4482
166,2017/05/11,목,KIA,KT,광주,11515
167,2017/05/11,목,삼성,LG,대구,7263
168,2017/05/11,목,한화,롯데,대전,8751
169,2017/05/11,목,두산,SK,잠실,8531
170,2017/05/11,목,NC,넥센,마산,5059
171,2017/05/12,금,LG,한화,잠실,20357
172,2017/05/12,금,SK,KIA,문학,20568
173,2017/05/12,금,KT,NC,수원,4876
174,2017/05/12,금,삼성,넥센,대구,5366
175,2017/05/13,토,LG,한화,잠실,22063
176,2017/05/13,토,SK,KIA,문학,23665
177,2017/05/13,토,KT,NC,수원,8471
178,2017/05/13,토,롯데,두산,사직,22806
179,2017/05/13,토,삼성,넥센,대구,11024
180,2017/05/14,일,LG,한화,잠실,24223
181,2017/05/14,일,SK,KIA,문학,25000
182,2017/05/14,일,KT,NC,수원,9085
183,2017/05/14,일,롯데,두산,사직,14955
184,2017/05/14,일,삼성,넥센,대구,8233
185,2017/05/16,화,넥센,한화,고척,10660
186,2017/05/16,화,롯데,KT,사직,10286
187,2017/05/16,화,KIA,LG,광주,11107
188,2017/05/16,화,두산,NC,잠실,9078
189,2017/05/16,화,SK,삼성,문학,5861
190,2017/05/17,수,넥센,한화,고척,10811
191,2017/05/17,수,롯데,KT,사직,8165
192,2017/05/17,수,KIA,LG,광주,11819
193,2017/05/17,수,두산,NC,잠실,9290
194,2017/05/17,수,SK,삼성,문학,6305
195,2017/05/18,목,넥센,한화,고척,11745
196,2017/05/18,목,롯데,KT,사직,9583
197,2017/05/18,목,KIA,LG,광주,13279
198,2017/05/18,목,두산,NC,잠실,10104
199,2017/05/18,목,SK,삼성,문학,7133
200,2017/05/19,금,LG,롯데,잠실,19653
201,2017/05/19,금,KIA,두산,광주,17037
202,2017/05/19,금,NC,SK,마산,7411
203,2017/05/19,금,한화,삼성,대전,10285
204,2017/05/19,금,KT,넥센,수원,5448
205,2017/05/20,토,LG,롯데,잠실,23898
206,2017/05/20,토,KIA,두산,광주,20500
207,2017/05/20,토,NC,SK,마산,9386
208,2017/05/20,토,한화,삼성,대전,13000
209,2017/05/20,토,KT,넥센,수원,10831
210,2017/05/21,일,LG,롯데,잠실,22054
211,2017/05/21,일,KIA,두산,광주,20500
212,2017/05/21,일,NC,SK,마산,8694
213,2017/05/21,일,한화,삼성,대전,13000
214,2017/05/21,일,KT,넥센,수원,12125
215,2017/05/23,화,한화,KIA,대전,6858
216,2017/05/23,화,삼성,KT,대구,5954
217,2017/05/23,화,넥센,NC,고척,5021
218,2017/05/23,화,롯데,SK,사직,7123
219,2017/05/24,수,한화,KIA,대전,8296
220,2017/05/24,수,삼성,KT,대구,5896
221,2017/05/24,수,넥센,NC,고척,4326
222,2017/05/24,수,LG,두산,잠실,20334
223,2017/05/24,수,롯데,SK,사직,7684
224,2017/05/25,목,한화,KIA,대전,8001
225,2017/05/25,목,삼성,KT,대구,8912
226,2017/05/25,목,넥센,NC,고척,4626
227,2017/05/25,목,LG,두산,잠실,20442
228,2017/05/25,목,롯데,SK,사직,10437
229,2017/05/26,금,NC,한화,마산,8026
230,2017/05/26,금,두산,KT,잠실,12763
231,2017/05/26,금,SK,LG,문학,14027
232,2017/05/26,금,KIA,롯데,광주,17363
233,2017/05/26,금,넥센,삼성,고척,6074
234,2017/05/27,토,NC,한화,마산,10177
235,2017/05/27,토,두산,KT,잠실,20177
236,2017/05/27,토,SK,LG,문학,23026
237,2017/05/27,토,KIA,롯데,광주,20500
238,2017/05/27,토,넥센,삼성,고척,13293
239,2017/05/28,일,NC,한화,마산,7435
240,2017/05/28,일,두산,KT,잠실,15159
241,2017/05/28,일,SK,LG,문학,20225
242,2017/05/28,일,KIA,롯데,광주,17099
243,2017/05/28,일,넥센,삼성,고척,9891
244,2017/05/30,화,NC,KIA,마산,6049
245,2017/05/30,화,삼성,롯데,대구,8206
246,2017/05/30,화,한화,두산,대전,5477
247,2017/05/30,화,KT,SK,수원,4226
248,2017/05/30,화,LG,넥센,잠실,9520
249,2017/05/31,수,NC,KIA,마산,5931
250,2017/05/31,수,삼성,롯데,대구,7827
251,2017/05/31,수,한화,두산,대전,6745
252,2017/05/31,수,KT,SK,수원,4011
253,2017/05/31,수,LG,넥센,잠실,10290
254,2017/06/01,목,NC,KIA,마산,6147
255,2017/06/01,목,삼성,롯데,대구,11066
256,2017/06/01,목,한화,두산,대전,8155
257,2017/06/01,목,KT,SK,수원,4492
258,2017/06/01,목,LG,넥센,잠실,10720
259,2017/06/02,금,삼성,KIA,대구,10055
260,2017/06/02,금,롯데,KT,사직,13115
261,2017/06/02,금,LG,NC,잠실,11227
262,2017/06/02,금,넥센,두산,고척,8389
263,2017/06/02,금,한화,SK,대전,7641
264,2017/06/03,토,삼성,KIA,대구,18148
265,2017/06/03,토,롯데,KT,사직,22303
266,2017/06/03,토,LG,NC,잠실,19180
267,2017/06/03,토,넥센,두산,고척,15542
268,2017/06/03,토,한화,SK,대전,13000
269,2017/06/04,일,삼성,KIA,대구,16588
270,2017/06/04,일,롯데,KT,사직,14836
271,2017/06/04,일,LG,NC,잠실,14832
272,2017/06/04,일,넥센,두산,고척,12839
273,2017/06/04,일,한화,SK,대전,11217
274,2017/06/06,화,NC,롯데,마산,9323
275,2017/06/06,화,두산,삼성,잠실,21253
276,2017/06/06,화,SK,넥센,문학,17997
277,2017/06/07,수,KIA,한화,광주,9313
278,2017/06/07,수,KT,LG,수원,4904
279,2017/06/07,수,NC,롯데,마산,9494
280,2017/06/07,수,두산,삼성,잠실,9149
281,2017/06/07,수,SK,넥센,문학,5058
282,2017/06/08,목,KIA,한화,광주,12060
283,2017/06/08,목,KT,LG,수원,7696
284,2017/06/08,목,NC,롯데,마산,8340
285,2017/06/08,목,두산,삼성,잠실,10260
286,2017/06/08,목,SK,넥센,문학,5903
287,2017/06/09,금,NC,KT,마산,6611
288,2017/06/09,금,롯데,두산,울산,9058
289,2017/06/09,금,LG,SK,잠실,11023
290,2017/06/09,금,한화,삼성,대전,8205
291,2017/06/09,금,KIA,넥센,광주,20500
292,2017/06/10,토,NC,KT,마산,8583
293,2017/06/10,토,롯데,두산,울산,9777
294,2017/06/10,토,LG,SK,잠실,18293
295,2017/06/10,토,한화,삼성,대전,13000
296,2017/06/10,토,KIA,넥센,광주,20500
297,2017/06/11,일,NC,KT,마산,7088
298,2017/06/11,일,롯데,두산,울산,8490
299,2017/06/11,일,LG,SK,잠실,13837
300,2017/06/11,일,한화,삼성,대전,10109
301,2017/06/11,일,KIA,넥센,광주,13795
302,2017/06/13,화,SK,한화,문학,7688
303,2017/06/13,화,롯데,KIA,사직,8960
304,2017/06/13,화,삼성,KT,포항,5973
305,2017/06/13,화,두산,LG,잠실,14565
306,2017/06/13,화,넥센,NC,고척,5621
307,2017/06/14,수,SK,한화,문학,8657
308,2017/06/14,수,롯데,KIA,사직,9430
309,2017/06/14,수,삼성,KT,포항,7092
310,2017/06/14,수,두산,LG,잠실,16136
311,2017/06/14,수,넥센,NC,고척,4020
312,2017/06/15,목,SK,한화,문학,9111
313,2017/06/15,목,롯데,KIA,사직,10563
314,2017/06/15,목,삼성,KT,포항,6226
315,2017/06/15,목,두산,LG,잠실,16791
316,2017/06/15,목,넥센,NC,고척,4681
317,2017/06/16,금,KT,한화,수원,10096
318,2017/06/16,금,KIA,LG,광주,14371
319,2017/06/16,금,넥센,롯데,고척,7803
320,2017/06/16,금,두산,NC,잠실,10226
321,2017/06/16,금,삼성,SK,대구,10623
322,2017/06/17,토,KT,한화,수원,21403
323,2017/06/17,토,KIA,LG,광주,20500
324,2017/06/17,토,넥센,롯데,고척,14019
325,2017/06/17,토,두산,NC,잠실,18215
326,2017/06/17,토,삼성,SK,대구,13777
327,2017/06/18,일,KT,한화,수원,14675
328,2017/06/18,일,KIA,LG,광주,16043
329,2017/06/18,일,넥센,롯데,고척,9130
330,2017/06/18,일,두산,NC,잠실,13271
331,2017/06/18,일,삼성,SK,대구,8804
332,2017/06/20,화,KT,롯데,수원,4705
333,2017/06/20,화,SK,NC,문학,4902
334,2017/06/20,화,LG,삼성,잠실,13098
335,2017/06/20,화,한화,넥센,대전,6175
336,2017/06/21,수,KT,롯데,수원,5805
337,2017/06/21,수,SK,NC,문학,5136
338,2017/06/21,수,KIA,두산,광주,10969
339,2017/06/21,수,LG,삼성,잠실,13250
340,2017/06/21,수,한화,넥센,대전,7379
341,2017/06/22,목,KT,롯데,수원,7082
342,2017/06/22,목,SK,NC,문학,6170
343,2017/06/22,목,KIA,두산,광주,11547
344,2017/06/22,목,LG,삼성,잠실,14197
345,2017/06/22,목,한화,넥센,대전,6854
346,2017/06/23,금,삼성,한화,대구,12726
347,2017/06/23,금,NC,KIA,마산,7814
348,2017/06/23,금,SK,KT,문학,8071
349,2017/06/23,금,넥센,LG,고척,10922
350,2017/06/23,금,두산,롯데,잠실,16262
351,2017/06/24,토,삼성,한화,대구,21107
352,2017/06/24,토,NC,KIA,마산,11000
353,2017/06/24,토,SK,KT,문학,15346
354,2017/06/24,토,넥센,LG,고척,16084
355,2017/06/24,토,두산,롯데,잠실,22406
356,2017/06/25,일,삼성,한화,대구,9579
357,2017/06/25,일,NC,KIA,마산,8363
358,2017/06/25,일,SK,KT,문학,11055
359,2017/06/25,일,넥센,LG,고척,14294
360,2017/06/25,일,두산,롯데,잠실,13870
361,2017/06/27,화,한화,KT,청주,10000
362,2017/06/27,화,롯데,LG,사직,11468
363,2017/06/27,화,두산,SK,잠실,8079
364,2017/06/27,화,KIA,삼성,광주,8279
365,2017/06/27,화,NC,넥센,마산,4275
366,2017/06/28,수,한화,KT,청주,10000
367,2017/06/28,수,롯데,LG,사직,8947
368,2017/06/28,수,두산,SK,잠실,7887
369,2017/06/28,수,KIA,삼성,광주,9963
370,2017/06/28,수,NC,넥센,마산,5055
371,2017/06/29,목,한화,KT,청주,10000
372,2017/06/29,목,두산,SK,잠실,10129
373,2017/06/29,목,KIA,삼성,광주,10447
374,2017/06/30,금,LG,KIA,잠실,24204
375,2017/06/30,금,롯데,NC,사직,7463
376,2017/06/30,금,한화,두산,대전,7616
377,2017/06/30,금,SK,삼성,문학,9531
378,2017/06/30,금,KT,넥센,수원,4186
379,2017/07/01,토,LG,KIA,잠실,25000
380,2017/07/01,토,롯데,NC,사직,20925
381,2017/07/01,토,한화,두산,대전,11970
382,2017/07/01,토,SK,삼성,문학,20050
383,2017/07/02,일,LG,KIA,잠실,19697
384,2017/07/02,일,롯데,NC,사직,7063
385,2017/07/02,일,SK,삼성,문학,7855
386,2017/07/02,일,KT,넥센,수원,3258
387,2017/07/04,화,넥센,한화,고척,10738
388,2017/07/04,화,SK,KIA,문학,17194
389,2017/07/04,화,두산,KT,잠실,5747
390,2017/07/04,화,삼성,롯데,포항,6045
391,2017/07/05,수,넥센,한화,고척,10152
392,2017/07/05,수,SK,KIA,문학,16799
393,2017/07/05,수,두산,KT,잠실,6148
394,2017/07/05,수,NC,LG,마산,5803
395,2017/07/05,수,삼성,롯데,포항,8777
396,2017/07/06,목,넥센,한화,고척,10449
397,2017/07/06,목,SK,KIA,문학,19103
398,2017/07/06,목,삼성,롯데,포항,10167
399,2017/07/07,금,NC,두산,마산,7032
400,2017/07/07,금,롯데,SK,사직,10430
401,2017/07/07,금,삼성,넥센,대구,10180
402,2017/07/08,토,LG,한화,잠실,18714
403,2017/07/08,토,KT,KIA,수원,22000
404,2017/07/08,토,롯데,SK,사직,13750
405,2017/07/08,토,삼성,넥센,대구,10221
406,2017/07/09,일,LG,한화,잠실,22129
407,2017/07/09,일,NC,두산,마산,6875
408,2017/07/09,일,롯데,SK,사직,9163
409,2017/07/09,일,삼성,넥센,대구,6478
410,2017/07/11,화,SK,LG,문학,7286
411,2017/07/11,화,한화,롯데,대전,7860
412,2017/07/11,화,KIA,NC,광주,13847
413,2017/07/11,화,KT,삼성,수원,4067
414,2017/07/11,화,두산,넥센,잠실,7015
415,2017/07/12,수,SK,LG,문학,7148
416,2017/07/12,수,한화,롯데,대전,7648
417,2017/07/12,수,KIA,NC,광주,13916
418,2017/07/12,수,KT,삼성,수원,5050
419,2017/07/12,수,두산,넥센,잠실,6126
420,2017/07/13,목,SK,LG,문학,8277
421,2017/07/13,목,한화,롯데,대전,7270
422,2017/07/13,목,KIA,NC,광주,18607
423,2017/07/13,목,KT,삼성,수원,5154
424,2017/07/13,목,두산,넥센,잠실,7739
425,2017/07/18,화,넥센,KIA,고척,15947
426,2017/07/18,화,LG,KT,잠실,7361
427,2017/07/18,화,한화,NC,청주,8064
428,2017/07/18,화,SK,두산,문학,7823
429,2017/07/18,화,롯데,삼성,울산,7274
430,2017/07/19,수,넥센,KIA,고척,17000
431,2017/07/19,수,LG,KT,잠실,7713
432,2017/07/19,수,한화,NC,청주,7772
433,2017/07/19,수,SK,두산,문학,8376
434,2017/07/19,수,롯데,삼성,울산,7256
435,2017/07/20,목,넥센,KIA,고척,17000
436,2017/07/20,목,LG,KT,잠실,7776
437,2017/07/20,목,한화,NC,청주,7653
438,2017/07/20,목,SK,두산,문학,7991
439,2017/07/20,목,롯데,삼성,울산,7593
440,2017/07/21,금,두산,한화,잠실,13564
441,2017/07/21,금,넥센,KT,고척,3117
442,2017/07/21,금,삼성,LG,대구,7806
443,2017/07/21,금,KIA,롯데,광주,17927
444,2017/07/21,금,NC,SK,마산,7380
445,2017/07/22,토,두산,한화,잠실,18746
446,2017/07/22,토,넥센,KT,고척,6213
447,2017/07/22,토,KIA,롯데,광주,20500
448,2017/07/22,토,NC,SK,마산,8212
449,2017/07/23,일,두산,한화,잠실,11307
450,2017/07/23,일,넥센,KT,고척,4379
451,2017/07/23,일,삼성,LG,대구,7082
452,2017/07/23,일,KIA,롯데,광주,16202
453,2017/07/23,일,NC,SK,마산,7074
454,2017/07/25,화,삼성,NC,대구,5061
455,2017/07/25,화,KT,두산,수원,5165
456,2017/07/25,화,KIA,SK,광주,9485
457,2017/07/25,화,LG,넥센,잠실,8130
458,2017/07/26,수,롯데,한화,사직,12091
459,2017/07/26,수,삼성,NC,대구,6219
460,2017/07/26,수,KT,두산,수원,5077
461,2017/07/26,수,KIA,SK,광주,10723
462,2017/07/26,수,LG,넥센,잠실,8292
463,2017/07/27,목,롯데,한화,사직,11035
464,2017/07/27,목,삼성,NC,대구,7294
465,2017/07/27,목,KT,두산,수원,5591
466,2017/07/27,목,KIA,SK,광주,13343
467,2017/07/27,목,LG,넥센,잠실,9443
468,2017/07/28,금,두산,KIA,잠실,23112
469,2017/07/28,금,한화,LG,대전,7003
470,2017/07/28,금,SK,롯데,문학,10086
471,2017/07/28,금,KT,NC,수원,3090
472,2017/07/28,금,넥센,삼성,고척,7638
473,2017/07/29,토,두산,KIA,잠실,25000
474,2017/07/29,토,한화,LG,대전,11007
475,2017/07/29,토,SK,롯데,문학,22975
476,2017/07/29,토,KT,NC,수원,12082
477,2017/07/29,토,넥센,삼성,고척,13463
478,2017/07/30,일,두산,KIA,잠실,25000
479,2017/07/30,일,한화,LG,대전,7358
480,2017/07/30,일,SK,롯데,문학,19413
481,2017/07/30,일,KT,NC,수원,8145
482,2017/07/30,일,넥센,삼성,고척,11668
483,2017/08/01,화,NC,한화,마산,7697
484,2017/08/01,화,KIA,KT,광주,15653
485,2017/08/01,화,LG,롯데,잠실,16971
486,2017/08/01,화,삼성,두산,대구,10313
487,2017/08/01,화,넥센,SK,고척,8570
488,2017/08/02,수,NC,한화,마산,7619
489,2017/08/02,수,LG,롯데,잠실,15796
490,2017/08/02,수,삼성,두산,대구,10301
491,2017/08/02,수,넥센,SK,고척,7998
492,2017/08/03,목,NC,한화,마산,6884
493,2017/08/03,목,KIA,KT,광주,16918
494,2017/08/03,목,LG,롯데,잠실,15429
495,2017/08/03,목,삼성,두산,대구,10118
496,2017/08/03,목,넥센,SK,고척,9522
497,2017/08/04,금,한화,KIA,대전,10019
498,2017/08/04,금,LG,두산,잠실,20144
499,2017/08/04,금,KT,SK,수원,5195
500,2017/08/04,금,NC,삼성,마산,7377
501,2017/08/04,금,롯데,넥센,사직,13615
502,2017/08/05,토,한화,KIA,대전,11871
503,2017/08/05,토,LG,두산,잠실,22428
504,2017/08/05,토,KT,SK,수원,10210
505,2017/08/05,토,NC,삼성,마산,8125
506,2017/08/05,토,롯데,넥센,사직,17364
507,2017/08/06,일,LG,두산,잠실,17714
508,2017/08/06,일,KT,SK,수원,7012
509,2017/08/06,일,NC,삼성,마산,5544
510,2017/08/06,일,롯데,넥센,사직,10979
511,2017/08/08,화,두산,한화,잠실,13985
512,2017/08/08,화,롯데,KT,사직,10012
513,2017/08/08,화,삼성,LG,대구,7539
514,2017/08/08,화,SK,NC,문학,4997
515,2017/08/08,화,KIA,넥센,광주,10671
516,2017/08/09,수,두산,한화,잠실,15137
517,2017/08/09,수,롯데,KT,사직,7714
518,2017/08/09,수,삼성,LG,대구,6221
519,2017/08/09,수,SK,NC,문학,4622
520,2017/08/09,수,KIA,넥센,광주,11096
521,2017/08/10,목,NC,롯데,마산,7913
522,2017/08/10,목,넥센,두산,고척,13205
523,2017/08/10,목,LG,SK,잠실,7755
524,2017/08/11,금,KT,KIA,수원,16711
525,2017/08/11,금,NC,롯데,마산,9551
526,2017/08/11,금,넥센,두산,고척,12096
527,2017/08/11,금,LG,SK,잠실,9598
528,2017/08/11,금,한화,삼성,대전,6642
529,2017/08/12,토,넥센,한화,고척,15564
530,2017/08/12,토,SK,KT,문학,10343
531,2017/08/12,토,KIA,LG,광주,19446
532,2017/08/12,토,삼성,롯데,대구,17333
533,2017/08/12,토,두산,NC,잠실,17047
534,2017/08/13,일,넥센,한화,고척,12511
535,2017/08/13,일,SK,KT,문학,9215
536,2017/08/13,일,삼성,롯데,대구,13617
537,2017/08/13,일,두산,NC,잠실,15344
538,2017/08/15,화,KIA,NC,광주,16545
539,2017/08/15,화,롯데,두산,사직,10803
540,2017/08/16,수,LG,KT,잠실,7168
541,2017/08/16,수,KIA,NC,광주,12359
542,2017/08/16,수,롯데,두산,사직,21105
543,2017/08/16,수,한화,SK,대전,3187
544,2017/08/16,수,삼성,넥센,대구,6396
545,2017/08/17,목,NC,한화,마산,6020
546,2017/08/17,목,두산,KIA,잠실,20103
547,2017/08/17,목,SK,LG,문학,6107
548,2017/08/17,목,넥센,롯데,고척,11998
549,2017/08/17,목,KT,삼성,수원,4215
550,2017/08/18,금,NC,한화,마산,5905
551,2017/08/18,금,두산,KIA,잠실,22357
552,2017/08/18,금,SK,LG,문학,9015
553,2017/08/18,금,넥센,롯데,고척,11358
554,2017/08/18,금,KT,삼성,수원,8895
555,2017/08/19,토,한화,롯데,대전,11512
556,2017/08/19,토,넥센,NC,고척,9760
557,2017/08/19,토,KT,두산,수원,16453
558,2017/08/19,토,KIA,SK,광주,19270
559,2017/08/19,토,LG,삼성,잠실,18337
560,2017/08/20,일,한화,롯데,대전,5643
561,2017/08/20,일,넥센,NC,고척,6235
562,2017/08/20,일,KT,두산,수원,7090
563,2017/08/22,화,KT,한화,수원,5623
564,2017/08/22,화,KIA,롯데,광주,8714
565,2017/08/22,화,LG,NC,잠실,8626
566,2017/08/22,화,SK,두산,문학,8067
567,2017/08/22,화,넥센,삼성,고척,6144
568,2017/08/23,수,KT,한화,수원,4174
569,2017/08/23,수,KIA,롯데,광주,9789
570,2017/08/23,수,LG,NC,잠실,7105
571,2017/08/23,수,SK,두산,문학,5712
572,2017/08/23,수,넥센,삼성,고척,8733
573,2017/08/24,목,NC,KT,마산,5761
574,2017/08/24,목,롯데,LG,사직,13838
575,2017/08/24,목,삼성,SK,대구,6896
576,2017/08/24,목,두산,넥센,잠실,7139
577,2017/08/25,금,한화,KIA,대전,6471
578,2017/08/25,금,NC,KT,마산,7305
579,2017/08/25,금,롯데,LG,사직,16704
580,2017/08/25,금,삼성,SK,대구,7478
581,2017/08/25,금,두산,넥센,잠실,10083
